dew,temperature,pression
11,32.0,1004.0
10,35.0,1002.0
9,35.0,1002.0
8,36.0,1000.0
7,35.0,999.0
5,33.0,1000.0
8,33.0,999.0
8,32.0,1000.0
9,31.0,1000.0
10,31.0,1001.0
10,28.0,1001.0
10,24.0,1001.0
10,23.0,1001.0
11,24.0,1001.0
10,24.0,1002.0
10,24.0,1002.0
8,23.0,1003.0
6,23.0,1004.0
3,23.0,1005.0
3,24.0,1006.0
1,25.0,1006.0
2,24.0,1006.0
-1,28.0,1005.0
-1,27.0,1005.0
0,30.0,1005.0
0,31.0,1004.0
1,31.0,1004.0
4,30.0,1004.0
5,30.0,1003.0
6,30.0,1003.0
1,31.0,1003.0
3,30.0,1004.0
5,28.0,1004.0
5,26.0,1005.0
5,26.0,1006.0
9,21.0,1006.0
8,20.0,1006.0
9,19.0,1006.0
9,18.0,1006.0
10,19.0,1006.0
11,19.0,1006.0
10,19.0,1007.0
9,21.0,1007.0
9,22.0,1008.0
7,25.0,1008.0
7,25.0,1008.0
7,26.0,1008.0
8,28.0,1008.0
8,29.0,1007.0
6,31.0,1006.0
8,32.0,1006.0
9,32.0,1005.0
6,32.0,1005.0
9,31.0,1004.0
5,30.0,1005.0
5,29.0,1005.0
6,27.0,1006.0
7,24.0,1007.0
8,22.0,1007.0
10,20.0,1007.0
10,20.0,1007.0
12,19.0,1007.0
11,18.0,1008.0
12,18.0,1008.0
12,18.0,1008.0
12,16.0,1009.0
12,19.0,1009.0
12,21.0,1009.0
13,24.0,1009.0
13,27.0,1009.0
12,28.0,1009.0
12,30.0,1008.0
10,31.0,1007.0
10,33.0,1006.0
10,33.0,1005.0
11,34.0,1004.0
11,33.0,1004.0
10,33.0,1003.0
10,31.0,1003.0
11,30.0,1004.0
12,30.0,1004.0
12,29.0,1004.0
14,26.0,1005.0
14,27.0,1004.0
14,25.0,1004.0
15,24.0,1003.0
15,23.0,1002.0
15,22.0,1002.0
15,22.0,1001.0
15,21.0,1001.0
16,21.0,1002.0
15,24.0,1002.0
15,26.0,1001.0
15,28.0,1001.0
15,28.0,1001.0
15,28.0,1001.0
15,29.0,1000.0
13,29.0,1000.0
18,26.0,999.0
16,30.0,998.0
17,29.0,998.0
16,28.0,999.0
18,28.0,998.0
18,26.0,998.0
18,24.0,999.0
18,23.0,999.0
18,22.0,999.0
18,22.0,999.0
18,21.0,998.0
17,20.0,998.0
17,19.0,998.0
17,20.0,998.0
17,19.0,998.0
17,18.0,998.0
18,19.0,998.0
17,23.0,998.0
18,24.0,998.0
18,27.0,998.0
17,30.0,997.0
16,32.0,997.0
16,34.0,996.0
16,34.0,994.0
16,35.0,994.0
14,34.0,993.0
14,36.0,993.0
14,34.0,993.0
19,26.0,997.0
19,22.0,995.0
19,22.0,995.0
20,22.0,996.0
19,22.0,996.0
19,22.0,997.0
19,23.0,996.0
17,23.0,1000.0
17,19.0,998.0
16,19.0,995.0
16,19.0,996.0
16,19.0,997.0
17,19.0,998.0
17,19.0,998.0
18,23.0,999.0
16,26.0,999.0
15,28.0,999.0
14,30.0,999.0
13,31.0,999.0
14,33.0,999.0
15,32.0,999.0
14,33.0,998.0
15,33.0,998.0
15,31.0,998.0
16,30.0,998.0
17,29.0,999.0
18,27.0,1000.0
18,25.0,1001.0
19,24.0,1001.0
19,24.0,1002.0
19,23.0,1002.0
19,21.0,1003.0
19,20.0,1003.0
18,20.0,1004.0
18,19.0,1004.0
18,19.0,1004.0
19,21.0,1005.0
19,23.0,1005.0
19,24.0,1005.0
19,25.0,1005.0
19,27.0,1005.0
18,30.0,1004.0
17,30.0,1003.0
17,32.0,1002.0
16,32.0,1002.0
13,33.0,1001.0
15,32.0,1001.0
16,32.0,1000.0
13,31.0,1000.0
15,29.0,1000.0
15,29.0,1000.0
17,27.0,1000.0
18,25.0,1001.0
18,26.0,1001.0
18,25.0,1000.0
19,24.0,1000.0
19,23.0,1000.0
18,22.0,1000.0
19,22.0,1000.0
18,22.0,1000.0
18,23.0,1000.0
17,24.0,1001.0
17,25.0,1001.0
18,26.0,1000.0
18,28.0,1000.0
18,30.0,1000.0
16,32.0,999.0
14,34.0,998.0
13,35.0,997.0
12,35.0,997.0
13,35.0,996.0
12,33.0,997.0
13,33.0,997.0
15,25.0,1001.0
16,23.0,1002.0
17,23.0,1003.0
18,22.0,1003.0
18,21.0,1003.0
18,21.0,1004.0
18,20.0,1004.0
18,20.0,1003.0
18,19.0,1003.0
17,20.0,1003.0
18,19.0,1003.0
18,20.0,1004.0
17,21.0,1004.0
18,22.0,1004.0
18,24.0,1005.0
18,26.0,1004.0
18,27.0,1004.0
18,27.0,1003.0
17,28.0,1002.0
16,29.0,1001.0
17,29.0,1000.0
15,22.0,1002.0
14,22.0,1002.0
15,22.0,1003.0
15,22.0,1004.0
16,21.0,1005.0
16,21.0,1005.0
16,21.0,1006.0
14,22.0,1007.0
13,21.0,1007.0
13,20.0,1007.0
14,18.0,1006.0
14,18.0,1006.0
13,19.0,1006.0
15,17.0,1007.0
15,19.0,1007.0
13,23.0,1008.0
13,24.0,1008.0
13,26.0,1008.0
10,29.0,1007.0
10,30.0,1007.0
9,32.0,1007.0
9,32.0,1006.0
9,33.0,1005.0
9,35.0,1004.0
8,34.0,1004.0
10,33.0,1003.0
12,31.0,1004.0
12,30.0,1004.0
12,29.0,1005.0
13,27.0,1006.0
16,25.0,1006.0
16,23.0,1006.0
16,23.0,1006.0
16,23.0,1006.0
17,21.0,1007.0
17,20.0,1007.0
17,19.0,1007.0
17,19.0,1007.0
17,20.0,1008.0
17,23.0,1008.0
17,23.0,1008.0
17,26.0,1008.0
18,27.0,1007.0
17,29.0,1007.0
17,29.0,1007.0
16,31.0,1006.0
15,32.0,1005.0
14,34.0,1004.0
14,34.0,1004.0
13,34.0,1003.0
15,32.0,1002.0
16,31.0,1003.0
17,28.0,1003.0
19,28.0,1004.0
19,26.0,1005.0
19,25.0,1004.0
18,25.0,1004.0
17,23.0,1004.0
17,23.0,1004.0
16,22.0,1004.0
16,22.0,1004.0
16,21.0,1004.0
16,22.0,1004.0
16,24.0,1004.0
16,26.0,1004.0
16,28.0,1004.0
16,30.0,1004.0
16,31.0,1003.0
17,31.0,1003.0
17,33.0,1002.0
17,34.0,1001.0
17,34.0,1000.0
19,34.0,1000.0
15,33.0,1000.0
14,32.0,1000.0
17,31.0,1001.0
16,27.0,1002.0
20,23.0,1003.0
19,23.0,1003.0
19,23.0,1003.0
20,22.0,1002.0
20,22.0,1002.0
19,21.0,1002.0
19,21.0,1001.0
19,21.0,1002.0
19,21.0,1002.0
20,21.0,1003.0
19,23.0,1003.0
19,24.0,1003.0
20,25.0,1003.0
20,27.0,1003.0
20,29.0,1003.0
21,30.0,1003.0
20,31.0,1002.0
20,30.0,1001.0
20,29.0,1001.0
20,29.0,1001.0
18,29.0,1001.0
15,28.0,1001.0
19,21.0,1004.0
18,21.0,1003.0
17,22.0,1004.0
17,22.0,1005.0
18,21.0,1005.0
18,21.0,1004.0
19,21.0,1005.0
16,21.0,1005.0
16,21.0,1005.0
17,20.0,1006.0
17,18.0,1006.0
17,18.0,1006.0
17,19.0,1006.0
17,20.0,1007.0
17,20.0,1007.0
16,21.0,1007.0
17,22.0,1007.0
17,22.0,1006.0
17,23.0,1006.0
18,23.0,1005.0
18,24.0,1005.0
18,23.0,1005.0
18,23.0,1005.0
17,23.0,1006.0
18,22.0,1006.0
18,23.0,1007.0
17,22.0,1007.0
17,22.0,1008.0
17,21.0,1008.0
17,21.0,1008.0
17,21.0,1008.0
17,21.0,1008.0
17,21.0,1008.0
17,21.0,1008.0
18,20.0,1009.0
18,21.0,1009.0
18,22.0,1009.0
17,24.0,1009.0
17,24.0,1009.0
18,25.0,1009.0
18,26.0,1009.0
18,28.0,1008.0
19,29.0,1008.0
18,29.0,1007.0
18,30.0,1007.0
16,30.0,1006.0
18,30.0,1006.0
19,29.0,1006.0
19,27.0,1006.0
19,25.0,1007.0
19,24.0,1007.0
19,24.0,1008.0
19,23.0,1008.0
19,22.0,1008.0
19,21.0,1008.0
19,21.0,1008.0
19,21.0,1007.0
19,20.0,1008.0
19,20.0,1008.0
19,20.0,1008.0
20,23.0,1008.0
21,24.0,1007.0
20,26.0,1007.0
20,28.0,1007.0
19,30.0,1007.0
20,31.0,1007.0
19,32.0,1006.0
19,33.0,1005.0
15,33.0,1005.0
15,33.0,1005.0
18,33.0,1004.0
20,31.0,1004.0
19,30.0,1005.0
20,27.0,1006.0
20,26.0,1006.0
21,25.0,1007.0
20,23.0,1008.0
20,22.0,1008.0
20,22.0,1008.0
19,21.0,1008.0
19,21.0,1008.0
19,20.0,1008.0
19,20.0,1008.0
20,21.0,1008.0
20,21.0,1009.0
20,23.0,1009.0
21,25.0,1008.0
20,26.0,1008.0
21,27.0,1007.0
20,29.0,1007.0
21,30.0,1006.0
20,31.0,1005.0
20,31.0,1005.0
20,31.0,1005.0
20,32.0,1004.0
19,31.0,1004.0
19,29.0,1005.0
19,28.0,1005.0
18,26.0,1006.0
18,25.0,1006.0
17,24.0,1006.0
18,23.0,1006.0
17,23.0,1006.0
18,23.0,1006.0
18,22.0,1006.0
18,22.0,1006.0
18,20.0,1006.0
19,21.0,1006.0
19,23.0,1006.0
20,24.0,1006.0
20,25.0,1006.0
20,26.0,1006.0
20,29.0,1005.0
19,30.0,1004.0
20,31.0,1003.0
21,32.0,1003.0
20,34.0,1002.0
15,35.0,1002.0
15,34.0,1001.0
14,33.0,1001.0
14,32.0,1002.0
16,30.0,1002.0
18,28.0,1003.0
18,27.0,1003.0
18,26.0,1003.0
17,27.0,1003.0
17,27.0,1003.0
18,26.0,1003.0
18,26.0,1003.0
18,25.0,1003.0
19,24.0,1004.0
19,24.0,1004.0
20,26.0,1004.0
20,27.0,1004.0
19,29.0,1004.0
19,32.0,1004.0
19,33.0,1003.0
15,34.0,1003.0
15,34.0,1002.0
15,35.0,1001.0
15,35.0,1001.0
16,35.0,1000.0
15,34.0,1000.0
15,33.0,1000.0
15,32.0,1000.0
15,31.0,1000.0
16,30.0,1000.0
16,29.0,1000.0
17,28.0,1000.0
18,27.0,1000.0
18,27.0,1000.0
19,27.0,1000.0
19,26.0,999.0
19,26.0,999.0
19,25.0,999.0
19,25.0,999.0
20,26.0,999.0
20,26.0,999.0
20,26.0,999.0
20,26.0,999.0
20,26.0,999.0
21,27.0,999.0
21,27.0,998.0
21,27.0,998.0
21,27.0,998.0
21,27.0,998.0
21,27.0,997.0
22,27.0,997.0
22,27.0,997.0
22,27.0,997.0
22,26.0,998.0
22,26.0,998.0
22,24.0,998.0
22,24.0,998.0
22,24.0,998.0
23,23.0,997.0
23,23.0,997.0
22,23.0,997.0
22,23.0,997.0
22,23.0,998.0
22,23.0,998.0
22,23.0,998.0
22,24.0,998.0
22,24.0,998.0
22,25.0,998.0
22,25.0,998.0
22,25.0,998.0
22,25.0,997.0
22,25.0,997.0
21,25.0,998.0
19,20.0,999.0
19,20.0,999.0
19,20.0,999.0
19,20.0,1002.0
19,20.0,1003.0
19,20.0,1004.0
18,19.0,1004.0
19,20.0,1005.0
17,18.0,1005.0
17,18.0,1005.0
16,18.0,1006.0
16,17.0,1006.0
16,17.0,1007.0
16,17.0,1007.0
17,18.0,1008.0
17,19.0,1009.0
18,21.0,1009.0
16,23.0,1009.0
17,25.0,1009.0
15,26.0,1009.0
16,26.0,1009.0
14,28.0,1009.0
15,27.0,1009.0
15,28.0,1008.0
14,27.0,1009.0
15,27.0,1009.0
15,26.0,1009.0
15,26.0,1010.0
15,25.0,1011.0
15,24.0,1011.0
15,25.0,1011.0
17,21.0,1012.0
17,21.0,1012.0
17,19.0,1012.0
17,19.0,1012.0
17,19.0,1012.0
16,19.0,1012.0
17,20.0,1012.0
16,23.0,1013.0
16,24.0,1013.0
16,26.0,1013.0
15,27.0,1013.0
15,29.0,1012.0
13,29.0,1012.0
12,30.0,1011.0
13,30.0,1011.0
12,30.0,1010.0
12,31.0,1010.0
12,30.0,1009.0
14,29.0,1009.0
14,28.0,1009.0
15,26.0,1009.0
13,24.0,1009.0
16,23.0,1010.0
16,23.0,1010.0
17,22.0,1009.0
17,20.0,1009.0
17,20.0,1009.0
17,19.0,1008.0
15,19.0,1007.0
15,19.0,1007.0
15,20.0,1007.0
15,22.0,1007.0
15,24.0,1007.0
15,27.0,1006.0
13,27.0,1006.0
13,27.0,1005.0
14,30.0,1004.0
14,30.0,1003.0
15,30.0,1001.0
13,31.0,1001.0
15,31.0,1000.0
14,31.0,999.0
14,31.0,999.0
14,30.0,999.0
14,28.0,999.0
17,26.0,999.0
15,25.0,999.0
16,24.0,999.0
16,23.0,999.0
14,25.0,998.0
15,21.0,998.0
16,21.0,998.0
18,20.0,998.0
18,20.0,999.0
19,20.0,999.0
19,22.0,999.0
19,25.0,999.0
18,27.0,1000.0
14,29.0,999.0
12,30.0,999.0
12,31.0,998.0
13,31.0,998.0
14,31.0,998.0
12,30.0,998.0
15,30.0,998.0
15,30.0,998.0
14,30.0,999.0
15,28.0,999.0
15,28.0,1000.0
16,26.0,1000.0
17,26.0,1001.0
18,24.0,1001.0
18,24.0,1001.0
18,23.0,1001.0
18,22.0,1002.0
18,22.0,1001.0
18,21.0,1002.0
18,22.0,1002.0
18,22.0,1002.0
18,23.0,1003.0
18,24.0,1003.0
19,25.0,1003.0
19,27.0,1003.0
20,28.0,1003.0
20,29.0,1003.0
20,30.0,1002.0
20,32.0,1001.0
20,32.0,1001.0
19,33.0,1001.0
18,32.0,1001.0
18,31.0,1001.0
18,30.0,1001.0
19,30.0,1002.0
19,27.0,1003.0
19,27.0,1004.0
20,26.0,1004.0
19,24.0,1004.0
19,24.0,1004.0
19,23.0,1004.0
19,23.0,1003.0
20,22.0,1003.0
20,22.0,1004.0
20,23.0,1004.0
21,24.0,1005.0
21,24.0,1005.0
22,25.0,1005.0
22,26.0,1005.0
23,27.0,1005.0
22,28.0,1005.0
22,29.0,1004.0
22,30.0,1003.0
22,30.0,1003.0
22,30.0,1002.0
23,30.0,1002.0
22,28.0,1002.0
22,27.0,1002.0
22,27.0,1003.0
22,26.0,1003.0
22,25.0,1004.0
22,25.0,1004.0
22,24.0,1003.0
21,24.0,1003.0
22,23.0,1003.0
22,23.0,1002.0
22,23.0,1002.0
22,23.0,1002.0
22,23.0,1003.0
20,21.0,1003.0
21,22.0,1003.0
21,23.0,1003.0
21,23.0,1003.0
22,24.0,1003.0
21,25.0,1003.0
22,27.0,1002.0
21,28.0,1002.0
23,29.0,1002.0
23,29.0,1002.0
23,29.0,1001.0
23,28.0,1002.0
23,28.0,1002.0
23,27.0,1003.0
23,27.0,1003.0
23,27.0,1004.0
23,26.0,1004.0
23,26.0,1003.0
23,25.0,1003.0
23,25.0,1003.0
23,24.0,1002.0
22,24.0,1003.0
22,24.0,1003.0
23,24.0,1003.0
23,25.0,1003.0
23,25.0,1004.0
23,24.0,1004.0
23,24.0,1003.0
23,24.0,1003.0
24,25.0,1003.0
24,25.0,1003.0
23,26.0,1002.0
23,26.0,1001.0
23,26.0,1001.0
23,26.0,1001.0
23,26.0,1001.0
23,26.0,1001.0
23,25.0,1002.0
23,25.0,1002.0
24,25.0,1002.0
23,25.0,1002.0
23,24.0,1001.0
23,24.0,1001.0
23,24.0,1001.0
23,24.0,1001.0
23,24.0,1000.0
23,24.0,1000.0
23,24.0,1000.0
23,24.0,1001.0
24,25.0,1001.0
24,25.0,1001.0
24,26.0,1001.0
24,26.0,1001.0
23,27.0,1001.0
24,28.0,1000.0
24,28.0,1000.0
24,28.0,1000.0
24,28.0,999.0
24,28.0,999.0
24,28.0,999.0
23,27.0,1000.0
23,26.0,1000.0
23,25.0,1001.0
23,25.0,1001.0
23,24.0,1001.0
23,24.0,1001.0
23,24.0,1001.0
23,24.0,1001.0
23,23.0,1001.0
23,23.0,1001.0
22,23.0,1001.0
23,24.0,1002.0
23,25.0,1002.0
22,26.0,1003.0
19,27.0,1003.0
19,29.0,1003.0
16,31.0,1002.0
16,32.0,1002.0
15,33.0,1002.0
15,34.0,1001.0
14,34.0,1001.0
15,34.0,1001.0
15,34.0,1000.0
15,33.0,1001.0
18,31.0,1001.0
17,31.0,1002.0
18,31.0,1002.0
18,30.0,1002.0
18,29.0,1003.0
19,26.0,1003.0
20,24.0,1003.0
20,23.0,1004.0
21,23.0,1003.0
20,23.0,1004.0
19,22.0,1004.0
19,22.0,1005.0
20,25.0,1005.0
19,27.0,1005.0
17,29.0,1005.0
16,31.0,1005.0
16,31.0,1004.0
16,33.0,1004.0
15,33.0,1003.0
13,34.0,1003.0
14,35.0,1002.0
16,34.0,1002.0
21,34.0,1002.0
21,33.0,1002.0
21,32.0,1002.0
16,32.0,1002.0
18,31.0,1003.0
18,30.0,1003.0
18,30.0,1002.0
19,29.0,1002.0
19,28.0,1001.0
19,28.0,1001.0
18,27.0,1001.0
17,27.0,1001.0
17,26.0,1001.0
18,26.0,1001.0
18,26.0,1000.0
18,27.0,1000.0
19,27.0,1000.0
19,27.0,1000.0
20,28.0,1000.0
19,29.0,1000.0
20,28.0,999.0
20,28.0,999.0
21,28.0,999.0
20,28.0,998.0
20,28.0,998.0
20,28.0,998.0
20,28.0,998.0
21,26.0,998.0
21,25.0,998.0
21,25.0,998.0
21,24.0,998.0
21,24.0,998.0
21,23.0,998.0
20,24.0,998.0
21,23.0,998.0
20,23.0,998.0
21,23.0,998.0
21,23.0,998.0
21,24.0,998.0
21,26.0,998.0
22,28.0,998.0
22,30.0,998.0
21,30.0,997.0
21,32.0,997.0
23,33.0,996.0
22,32.0,996.0
22,32.0,995.0
22,32.0,995.0
23,32.0,995.0
22,31.0,995.0
22,30.0,995.0
22,29.0,995.0
22,28.0,996.0
21,29.0,996.0
17,25.0,996.0
17,24.0,995.0
19,24.0,995.0
20,24.0,995.0
20,24.0,994.0
19,20.0,996.0
19,20.0,997.0
18,20.0,997.0
19,21.0,997.0
18,23.0,998.0
16,25.0,998.0
11,26.0,998.0
10,27.0,998.0
10,28.0,997.0
11,28.0,997.0
9,29.0,996.0
10,30.0,996.0
10,30.0,996.0
10,30.0,995.0
12,28.0,996.0
11,27.0,996.0
14,25.0,997.0
14,25.0,998.0
13,26.0,998.0
14,25.0,999.0
16,21.0,998.0
17,21.0,998.0
16,19.0,998.0
17,19.0,998.0
17,19.0,998.0
17,18.0,998.0
18,20.0,998.0
17,22.0,998.0
18,24.0,999.0
17,27.0,998.0
14,29.0,998.0
14,31.0,998.0
14,31.0,998.0
13,32.0,997.0
15,33.0,997.0
13,32.0,998.0
13,32.0,998.0
13,31.0,999.0
12,31.0,999.0
13,29.0,1000.0
14,26.0,1001.0
13,25.0,1002.0
13,25.0,1003.0
15,24.0,1003.0
14,22.0,1003.0
15,22.0,1003.0
15,20.0,1004.0
14,21.0,1004.0
14,21.0,1004.0
15,19.0,1005.0
16,20.0,1005.0
16,23.0,1006.0
15,25.0,1006.0
16,27.0,1006.0
15,29.0,1006.0
14,31.0,1006.0
16,33.0,1005.0
16,34.0,1004.0
14,34.0,1004.0
14,35.0,1003.0
15,35.0,1003.0
15,33.0,1003.0
14,33.0,1003.0
14,31.0,1004.0
15,29.0,1004.0
16,28.0,1005.0
16,26.0,1005.0
17,25.0,1006.0
17,25.0,1006.0
18,25.0,1006.0
18,24.0,1006.0
19,24.0,1006.0
19,24.0,1006.0
19,24.0,1006.0
18,24.0,1007.0
18,24.0,1007.0
19,26.0,1008.0
19,27.0,1008.0
20,29.0,1008.0
19,29.0,1008.0
20,30.0,1007.0
20,31.0,1006.0
19,32.0,1006.0
21,31.0,1005.0
20,30.0,1005.0
20,31.0,1006.0
19,30.0,1006.0
19,29.0,1005.0
20,27.0,1006.0
21,26.0,1007.0
21,26.0,1008.0
19,26.0,1008.0
22,25.0,1008.0
22,24.0,1008.0
22,23.0,1008.0
22,23.0,1008.0
22,23.0,1008.0
22,23.0,1008.0
23,23.0,1008.0
22,24.0,1008.0
22,24.0,1009.0
23,25.0,1009.0
23,27.0,1009.0
23,28.0,1008.0
23,30.0,1008.0
23,31.0,1007.0
22,32.0,1007.0
22,32.0,1006.0
21,32.0,1006.0
20,32.0,1005.0
22,31.0,1006.0
22,30.0,1007.0
21,29.0,1007.0
20,28.0,1008.0
19,27.0,1008.0
20,26.0,1008.0
20,26.0,1009.0
21,25.0,1009.0
22,24.0,1009.0
22,24.0,1009.0
22,24.0,1009.0
22,24.0,1009.0
22,23.0,1008.0
22,24.0,1009.0
22,25.0,1009.0
22,26.0,1009.0
22,26.0,1009.0
21,27.0,1009.0
21,29.0,1009.0
22,30.0,1008.0
21,30.0,1008.0
21,30.0,1008.0
21,30.0,1007.0
21,30.0,1006.0
20,30.0,1006.0
21,28.0,1006.0
21,27.0,1006.0
21,27.0,1006.0
22,27.0,1007.0
23,26.0,1008.0
23,26.0,1006.0
22,25.0,1006.0
22,24.0,1007.0
22,24.0,1006.0
22,24.0,1006.0
22,24.0,1006.0
22,23.0,1006.0
21,24.0,1006.0
22,24.0,1006.0
22,26.0,1006.0
22,27.0,1006.0
22,29.0,1006.0
22,29.0,1006.0
21,29.0,1005.0
21,31.0,1005.0
21,32.0,1004.0
22,32.0,1004.0
22,32.0,1004.0
21,31.0,1003.0
22,29.0,1004.0
22,28.0,1004.0
23,28.0,1005.0
23,27.0,1005.0
23,26.0,1005.0
22,25.0,1005.0
22,25.0,1005.0
21,24.0,1005.0
21,24.0,1005.0
21,23.0,1005.0
21,24.0,1006.0
21,24.0,1006.0
22,25.0,1006.0
22,26.0,1006.0
23,26.0,1006.0
23,27.0,1007.0
23,28.0,1007.0
23,30.0,1006.0
24,30.0,1005.0
23,30.0,1005.0
23,31.0,1004.0
22,32.0,1003.0
22,32.0,1003.0
23,29.0,1004.0
23,28.0,1004.0
22,27.0,1005.0
19,27.0,1006.0
20,23.0,1007.0
20,22.0,1008.0
20,21.0,1007.0
20,22.0,1008.0
19,21.0,1006.0
19,21.0,1007.0
21,22.0,1007.0
20,22.0,1007.0
20,22.0,1007.0
21,22.0,1007.0
21,23.0,1007.0
22,24.0,1007.0
21,26.0,1007.0
21,27.0,1007.0
21,28.0,1006.0
22,29.0,1006.0
22,29.0,1005.0
22,29.0,1005.0
22,29.0,1005.0
22,28.0,1005.0
21,28.0,1004.0
21,27.0,1004.0
21,26.0,1004.0
21,26.0,1004.0
21,26.0,1006.0
20,25.0,1006.0
19,26.0,1005.0
19,25.0,1006.0
20,23.0,1005.0
20,23.0,1005.0
20,23.0,1005.0
20,22.0,1005.0
20,22.0,1005.0
21,24.0,1006.0
20,25.0,1006.0
20,27.0,1006.0
18,28.0,1006.0
19,29.0,1006.0
19,29.0,1005.0
19,30.0,1004.0
21,30.0,1003.0
19,32.0,1003.0
21,31.0,1003.0
21,30.0,1003.0
21,30.0,1002.0
21,29.0,1002.0
21,28.0,1003.0
19,25.0,1004.0
20,24.0,1005.0
20,22.0,1004.0
20,21.0,1004.0
21,22.0,1004.0
21,22.0,1004.0
21,22.0,1004.0
21,22.0,1004.0
21,22.0,1004.0
21,22.0,1005.0
21,23.0,1005.0
21,24.0,1005.0
21,24.0,1006.0
22,26.0,1006.0
22,27.0,1005.0
22,27.0,1005.0
22,28.0,1004.0
23,27.0,1004.0
23,27.0,1003.0
20,23.0,1003.0
21,24.0,1003.0
20,24.0,1004.0
20,24.0,1004.0
20,24.0,1005.0
21,24.0,1005.0
21,23.0,1006.0
20,23.0,1006.0
19,22.0,1005.0
20,22.0,1005.0
20,22.0,1005.0
20,22.0,1005.0
20,22.0,1005.0
20,21.0,1006.0
20,22.0,1006.0
20,22.0,1006.0
20,23.0,1006.0
20,23.0,1006.0
21,25.0,1006.0
21,26.0,1006.0
22,27.0,1005.0
22,28.0,1005.0
21,29.0,1004.0
21,29.0,1004.0
20,29.0,1003.0
21,28.0,1003.0
21,28.0,1003.0
21,27.0,1003.0
20,27.0,1003.0
21,25.0,1003.0
22,25.0,1003.0
22,24.0,1004.0
22,26.0,1004.0
21,25.0,1003.0
21,24.0,1003.0
21,24.0,1002.0
21,24.0,1002.0
21,23.0,1003.0
22,23.0,1003.0
22,25.0,1003.0
23,26.0,1003.0
22,26.0,1003.0
22,27.0,1003.0
21,28.0,1003.0
21,28.0,1003.0
22,29.0,1002.0
22,29.0,1002.0
22,28.0,1001.0
22,28.0,1001.0
21,29.0,1001.0
22,27.0,1001.0
22,27.0,1001.0
22,25.0,1001.0
21,24.0,1002.0
22,24.0,1002.0
22,24.0,1002.0
21,23.0,1002.0
22,23.0,1002.0
22,23.0,1002.0
22,22.0,1002.0
21,21.0,1002.0
21,21.0,1002.0
21,21.0,1003.0
21,22.0,1003.0
22,22.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,24.0,1003.0
22,25.0,1003.0
22,25.0,1003.0
23,24.0,1002.0
23,25.0,1002.0
23,26.0,1002.0
22,26.0,1002.0
22,26.0,1002.0
22,25.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
23,23.0,1003.0
23,24.0,1003.0
23,24.0,1003.0
23,24.0,1003.0
22,25.0,1004.0
23,25.0,1004.0
23,27.0,1003.0
24,29.0,1003.0
23,28.0,1002.0
23,28.0,1002.0
23,28.0,1002.0
24,28.0,1001.0
23,27.0,1001.0
24,26.0,1002.0
23,25.0,1002.0
23,25.0,1003.0
23,25.0,1003.0
23,25.0,1003.0
23,25.0,1004.0
23,24.0,1003.0
23,24.0,1003.0
23,24.0,1003.0
22,23.0,1003.0
22,23.0,1003.0
22,23.0,1004.0
23,23.0,1004.0
23,24.0,1004.0
23,24.0,1004.0
23,25.0,1004.0
24,26.0,1004.0
24,27.0,1003.0
24,28.0,1003.0
25,28.0,1002.0
25,29.0,1002.0
25,28.0,1001.0
25,28.0,1001.0
25,28.0,1001.0
25,27.0,1002.0
25,27.0,1002.0
25,27.0,1003.0
25,27.0,1003.0
25,26.0,1003.0
25,26.0,1003.0
25,26.0,1002.0
25,26.0,1002.0
25,26.0,1002.0
25,26.0,1002.0
25,26.0,1003.0
25,26.0,1003.0
25,26.0,1003.0
25,26.0,1004.0
26,27.0,1003.0
26,28.0,1003.0
26,29.0,1003.0
26,30.0,1003.0
26,30.0,1003.0
27,31.0,1002.0
27,32.0,1002.0
27,33.0,1001.0
28,32.0,1001.0
28,31.0,1001.0
28,31.0,1001.0
28,30.0,1002.0
27,29.0,1002.0
27,29.0,1003.0
27,29.0,1003.0
27,28.0,1002.0
27,28.0,1002.0
26,27.0,1002.0
26,27.0,1002.0
26,27.0,1002.0
26,27.0,1003.0
26,27.0,1003.0
26,27.0,1003.0
26,28.0,1003.0
26,28.0,1003.0
27,30.0,1003.0
27,31.0,1003.0
27,31.0,1002.0
28,32.0,1002.0
28,32.0,1000.0
24,30.0,1001.0
24,27.0,1000.0
25,28.0,1000.0
24,25.0,1000.0
24,25.0,1000.0
24,24.0,1000.0
23,24.0,1001.0
24,24.0,1001.0
24,24.0,1000.0
23,24.0,1000.0
24,24.0,1000.0
24,24.0,999.0
23,24.0,999.0
23,24.0,999.0
23,24.0,999.0
23,24.0,999.0
23,24.0,1000.0
24,24.0,1000.0
24,25.0,999.0
24,25.0,999.0
24,25.0,999.0
24,25.0,999.0
24,25.0,999.0
24,27.0,999.0
24,28.0,998.0
25,29.0,998.0
25,30.0,998.0
25,29.0,998.0
25,28.0,998.0
25,26.0,999.0
24,25.0,999.0
24,25.0,999.0
24,25.0,999.0
24,24.0,1000.0
23,23.0,1000.0
24,24.0,1000.0
24,24.0,999.0
22,23.0,1000.0
22,22.0,1000.0
23,23.0,1000.0
24,25.0,1001.0
